Post ID,Confirmed DesignTag1,Confirmed DesignTag2,Confirmed DesignTag3,App Technology,App Domain,App Size,Platform Context,Organizational Context,Technical Context,Quality attributes,Other 1,Other 2,Other 3
15442358,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
34450732,microservices,,,Distributed Systems,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
2740916,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,testability,NONE,NONE,NONE
13510376,MVC,,,Web Application,NONE,NONE,Databases,Stakeholder context,quality standards,security,NONE,NONE,NONE
49789342,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,safety,NONE,NONE,NONE
37451279,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
3763221,repository pattern,,,NONE,NONE,NONE,Databases,NONE,Quality standards,safety,NONE,NONE,NONE
1763440,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,modifiability,NONE,NONE
8515166,ddd,n-layer,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
7537206,MVC,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
57296970,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
10883992,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
10956989,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
14613584,client server,,,NONE,NONE,NONE,Hardware context,NONE,NONE,NONE,NONE,NONE,NONE
2622693,client server,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
35482972,client server,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
31738947,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
56790523,microservices,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
12843801,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
35531784,microservices,,,Distributed Systems,NONE,NONE,NONE,NONE,Quality standards,availability,NONE,NONE,NONE
49629107,soap,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
44613932,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
57029275,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
56961276,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35381163,microservices,,,NONE,NONE,NONE,NONE,NONE,Quality standards,safety,NONE,NONE,NONE
52643912,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
1557040,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
18749711,Builder pattern,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
16367082,client server,,,NONE,NONE,NONE,Network context,NONE,NONE,modifiability,security,NONE,NONE
36752148,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41970017,client server,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
3788771,n-tier,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
32540610,soa,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
52786836,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
7502618,client server,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
50703449,REST,,,Mobile Application,NONE,NONE,Development Systems,NONE,Quality standards,security,NONE,NONE,NONE
51887068,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
11325170,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
44999015,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
4386791,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
11770051,client server,,,NONE,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
24922658,mvvm,,,NONE,Transport Systems,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
5734212,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
8521354,ddd,,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
1341394,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
6164384,facade,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
3795838,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,functionality,NONE,NONE,NONE
27252064,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
9254862,mvvm,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
21856554,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
48277437,microservices,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
29166708,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
37054897,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
50781347,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
51583000,ddd,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
42177825,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
35583390,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
9551080,REST,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
15362302,client server,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
56789080,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
42320756,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
57074805,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
24651295,activerecord,,,Web Application,noNE,NONE,Databases,Development schedule,Quality standards,performance,NONE,NONE,NONE
8404785,soa,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
32742134,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23398622,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29608761,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
42668432,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
18216356,mvvm,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
4733037,MVC,,,NONE,NONE,NONE,Databases,Development schedule,NONE,NONE,NONE,NONE,NONE
1269331,MVC,,,NONE,NONE,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
26693511,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
20759344,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
37507124,inversion-of-control,,,NONE,NONE,NONE,NONE,NONE,Quality standards,modifiability,NONE,NONE,NONE
31489499,client server,,,NONE,NONE,Small,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
7908531,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
32820011,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
31365431,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
22223847,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
26640775,REST,,,NONE,NONE,NONE,Network context,NONE,NONE,security,NONE,NONE,NONE
4940424,mvvm,,,NONE,NONE,NONE,Databases,NONE,Quality standards,safety,NONE,NONE,NONE
3414404,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,testability,NONE,NONE,NONE
14739276,ddd,,,NONE,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
23622140,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
3469500,activerecord,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
17146537,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
49781543,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
50554350,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
23078580,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
31271551,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
35218920,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
20312187,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
9091410,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
45804419,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
31301665,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
39323769,microservices,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
49194448,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
54037373,interceptor,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
17986543,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
45851508,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
40321349,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
9362365,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
26563444,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
19468717,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
56212065,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
29141047,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
25975995,ddd,,,NONE,NONE,NONE,Operating Systems,NONE,NONE,NONE,NONE,NONE,NONE
12549071,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
30770147,soa,,,NONE,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
2232047,publish-subscribe,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
10836660,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
40024506,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
14465413,ddd,,,NONE,NONE,NONE,Databases,NONE,Quality standards,maintainability,NONE,NONE,NONE
34932581,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
5331554,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
43446605,microservices,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
47860639,MVC,,,NONE,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
6145821,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
3270393,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
34060162,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
30830728,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
40966759,microservices,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,safety,NONE,NONE,NONE
54582519,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,safety,NONE,NONE,NONE
21033889,REST,,,Mobile Application,NONE,Small,NONE,NONE,NONE,safety,NONE,NONE,NONE
54438920,SINGLETON,,,NONE,NONE,NONE,Development Systems,NONE,NONE,NONE,NONE,NONE,NONE
31594949,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,safety,NONE,NONE,NONE
49037204,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,safety,NONE,NONE,NONE
40308250,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
46988666,REST,,,Web Application,Entertainment Systems,NONE,NONE,NONE,Quality standards,performance,security,NONE,NONE
49542045,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
19922420,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33180338,mvvm,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
48193343,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
40796324,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
26580826,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
27745295,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
37198371,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
29963357,SINGLETON,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
26923286,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
52874810,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
13209437,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
1408571,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
48216333,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
56740026,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
16518075,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
52335464,mvvm,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
55524361,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
28655668,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
27347820,microservices,,,Distributed Systems,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
10988963,activerecord,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
16595442,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
24560610,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
6048026,MVC,,,NONE,NONE,NONE,Development Systems,NONE,Development methodology,modifiability,NONE,NONE,NONE
45861800,MVC,,,NONE,NONE,NONE,Network context,NONE,NONE,NONE,NONE,NONE,NONE
26214501,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
33427711,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,safety,NONE,NONE,NONE
42385473,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
42929577,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,testability,usability,NONE,scalability
3523942,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
13006044,MVC,,,NONE,NONE,NONE,Databases,NONE,NONE,NONE,NONE,NONE,NONE
29567658,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
11250145,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
52241894,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,safety,NONE,NONE,NONE
29283869,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
21502528,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
37508946,client server,,,NONE,NONE,NONE,Development Systems,NONE,Quality standards,security,NONE,NONE,NONE
13842163,soap,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
28574297,MVC,,,NONE,NONE,NONE,Development Systems,NONE,NONE,NONE,NONE,NONE,NONE
41066058,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
48013895,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
46719676,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,safety,NONE,NONE,NONE
11229371,REST,,,NONE,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
17386132,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,safety,NONE,NONE,NONE
28228920,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
9767114,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,testability,NONE,NONE,NONE
41829005,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
15362639,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,safety,NONE,NONE,NONE
13664634,MVC,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,performance,NONE,NONE,NONE
33353088,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
19600024,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
7192702,soa,,,Web Application,NONE,NONE,Development Systems,NONE,NONE,NONE,NONE,NONE,NONE
29870304,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
37270485,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
18086048,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,safety,NONE,NONE,NONE
53108190,ddd,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,availability,modifiability,NONE,NONE
8527292,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,safety,NONE,NONE,NONE
27195486,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,maintainability,security,NONE,NONE
55043543,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
28251404,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,security,NONE,NONE,NONE
44524621,REST,,,Mobile Application,NONE,NONE,NONE,NONE,NONE,safety,NONE,NONE,NONE
55915052,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
34056887,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
21705131,mvvm,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
45290198,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
56511634,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17326618,REST,,,NONE,NONE,NONE,Network context,NONE,Testing standards/ Methods,performance,NONE,NONE,NONE
38965781,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
29721098,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
32505885,MVC,,,Mobile Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
31447217,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
30571558,MVC,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
17725662,MVC,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
32644953,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
33033834,microservices,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
43221995,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17778180,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
5381273,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
13520378,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
29384686,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
3255867,ddd,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,availability,NONE,NONE
28915630,REST,,,Web Application,Entertainment Systems,NONE,Network context,Stakeholder context,Quality standards,performance,NONE,NONE,NONE
26754336,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
34757927,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
22684956,observer pattern,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
43823820,REST,,,Web Application,NONE,NONE,NONE,NONE,NONE,performance,NONE,NONE,NONE
17514750,MVC,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
55035479,mvvm,,,Mobile Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
44851354,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
38327484,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
19937187,n-tier,,,Standalone systems,NONE,NONE,NONE,Development schedule,Quality standards,maintainability,NONE,NONE,NONE
38735862,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
15755283,MVC,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,security,NONE,NONE,NONE
8511751,SINGLETON,,,Web Application,NONE,NONE,Hardware context,NONE,NONE,NONE,NONE,NONE,NONE
17223361,soa,,,NONE,NONE,Small,NONE,NONE,Development methodology,interoperability,NONE,NONE,NONE
9071677,MVC,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
53834455,mvvm,,,NONE,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
16738165,ddd,,,NONE,ERP Systems,NONE,NONE,NONE,NONE,modifiability,NONE,NONE,NONE
21034280,REST,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
55293592,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
35580521,REST,,,NONE,NONE,NONE,Network context,NONE,Development methodology,security,NONE,NONE,NONE
20387117,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
25822058,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
13726750,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
25828614,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
1494196,ddd,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,modifiability,NONE,NONE,NONE
11134080,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
48812700,REST,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
54801765,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
55877821,MVC,,,Web Application,NONE,NONE,Databases,NONE,Development methodology,safety,NONE,NONE,NONE
43934449,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
42926953,MVC,,,Web Application,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
11638052,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,security,performance,NONE,NONE
34198159,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
41723879,REST,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
50452418,REST,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
4072027,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,security,NONE,NONE,NONE
3119476,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
1806981,MVC,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,NONE,modifiability,NONE,NONE
43306842,microservices,,,NONE,NONE,NONE,NONE,NONE,Quality standards,NONE,NONE,NONE,NONE
25911146,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
22057315,MVC,,,Web Application,NONE,NONE,NONE,NONE,Testing standards/ Methods,NONE,redundancy,NONE,NONE
32238266,MVC,,,Web Application,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
16326386,visitor,,,NONE,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
13211021,MVC,,,web Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
57025117,ddd,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,performance,NONE,NONE,NONE
46795804,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
13082718,REST,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,NONE,functionality,NONE,NONE
36362372,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Quality standards,NONE,NONE,NONE,NONE
16838416,soa,,,Web Application,NONE,NONE,Databases,Stakeholder context,Quality standards,availability,NONE,NONE,NONE
4901945,REST,,,Mobile Application,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
10862839,REST,,,Web Application,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
2009189,MVC,,,Web Application,Entertainment Systems,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
44747700,MVC,,,Web Application,NONE,NONE,Hardware context,NONE,Quality standards,NONE,NONE,NONE,NONE
53867089,microservices,,,NONE,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
30287845,REST,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,security,NONE,NONE,NONE
57445826,decorator,,,Web Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
12778176,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
25831659,activerecord,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
44739727,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
17749745,soa,,,Web Application,NONE,NONE,NONE,NONE,Development methodology,NONE,NONE,NONE,NONE
56413290,REST,,,Mobile Application,NONE,NONE,NONE,NONE,Quality standards,performance,NONE,NONE,NONE
37380854,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
32001342,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,safety,security,NONE,NONE
38635194,MVC,,,Mobile Application,NONE,NONE,NONE,NONE,Development methodology,security,NONE,NONE,NONE
3079948,REST,,,NONE,NONE,NONE,Databases,NONE,NONE,security,NONE,NONE,NONE
27657400,REST,,,NONE,NONE,NONE,Network context,NONE,Quality standards,security,NONE,NONE,NONE
50012943,activerecord,,,NONE,NONE,NONE,Databases,NONE,Development methodology,performance,NONE,NONE,NONE
32614818,soa,,,Web Application,HR System,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
3870635,SINGLETON,,,NONE,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
32279916,mvvm,,,Web Application,NONE,NONE,Databases,NONE,Quality standards,performance,NONE,NONE,NONE
57410868,no,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,
37258145,REST,,,NONE,NONE,NONE,Databases,NONE,Development methodology,NONE,NONE,NONE,NONE
37854600,MVC,,,NONE,NONE,NONE,Databases,NONE,Quality standards,usability,NONE,NONE,NONE
22303668,ddd,,,NONE,NONE,NONE,NONE,NONE,Quality standards,maintainability,NONE,NONE,NONE
