,Id,data_nocode,ContextTag,data_phraseList
952,28259885,"['secure', 'api', 'app', 'engine', 'accessed', 'server', 'hosted', 'app', 'engine', 'google', 'explains', 'url', 'shows', 'use', 'client', 'id', 'secure', 'api', 'proprietary', 'access', 'android', 'ios', 'webbrowsersjavascript', 'gapi', 'assume', 'access', 'api', 'servertoserver', 'rest', 'create', 'client', 'id', 'web', 'application', 'app', 'engine', 'console', 'specify', 'client', 'id', 'endpoint', 'annotation', 'add', 'user', 'parameter', 'endpoint', 'believe', 'fine', 'far', 'serverside', 'implementation', 'incorrect', 'tell', 'problem', 'dont', 'idea', 'prepare', 'pass', 'user', 'parameter', 'app', 'engine', 'cloud', 'endpoints', 'framework', 'authentication', 'solution', 'generically', 'use', 'language', 'generated', 'cloud', 'endpoints', 'jar', 'library', 'typically', 'android', 'describe', 'wrap', 'sign', 'probably', 'client', 'secret', 'place', 'url', 'request', 'probably', 'parameters', 'tell', 'cloud', 'endpoints', 'security', 'workflow', 'properly', 'documented']",yes,"['app engine cloud endpoint', 'app engine endpoint', 'cloud endpoint security workflow', 'generated cloud endpoint']"
955,52060934,"['certain', 'points', 'app', 'convenient', 'provide', 'user', 'bulk', 'action', 'features', 'improve', 'usability', 'scenarios', 'facing', 'scenario', '1', 'bulk', 'create', 'aggregate', 'aggregate', 'root', 'n', 'number', 'child', 'entities', 'instance', 'import', 'import', 'fully', 'succeed', 'fail', 'scenario', '2', 'bulk', 'actionedit', 'selection', 'aggregates', 'create', 'aggregate', 'selection', 'source', 'aggregates', 'etc', 'ui', 'bulk', 'action', 'fully', 'succeed', 'fail', 'traditional', 'approach', 'ui', 'final', 'result', 'created', 'number', 'command', 'request', 'objects', 'required', 'information', 'sent', 'separate', 'transactions', 'user', 'simply', 'intervene', 'fails', 'way', 'correction', 'continue', 'scenario', '1', 'createaggregaterootcommand', 'findaggregaterootquery', 'addchildentitycommmand', 'addchildentitycommand', 'addchildentitycommand', 'etc', 'scenario', '2', 'placenewordercommand', 'findorderquery', 'addproducttoordercommand', 'addproducttoordercommand', 'addproducttoordercommand', 'bulk', 'operations', 'commands', 'handled', 'isnt', 'option', 'handlers', 'execute', 'command', 'single', 'transaction', 'failure', 'halfway', 'result', 'invalid', 'state', 'performance', 'degrades', 'wed', 'hitting', 'database', 'repeatedly', 'experience', 'execute', 'kind', 'bulk', 'actions', 'aware', 'walking', 'implementation', 'territory', 'actions', 'ul', 'havent', 'indicates', 'best', 'architecture', 'design', 'approach', 'thoughts', 'scenario', '1', 'file', 'passed', 'application', 'service', 'layer', 'application', 'service', 'use', 'fileparsingservice', 'infrastructure', 'service', 'create', 'aggregates', 'import', 'data', 'parser', 'double', 'duty', 'parsing', 'data', 'creating', 'objects', 'application', 'service', 'use', 'fileparsingservice', 'create', 'batch', 'commands', 'indicated', 'encapsulated', 'batchcommand', 'ie', 'class', 'batchcreateaggregate', 'createaggregaterootcommand', 'createaggregatecommand', 'collection', 'addchildentitycommands', 'handled', 'batchcreateaggregatehandler', 'atomically', 'create', 'entire', 'aggregate', 'alternative', 'file', 'parsing', 'happens', 'presentation', 'layer', 'batchcommand', 'sent', 'application', 'layer', 'scenario', '2', 'similar', 'user', 'selects', 'multiple', 'products', 'create', 'batchplacenewordercommand', 'placenewordercommand', 'collection', 'addproducttoordercommands', 'send', 'batchplaceneworderhandler', 'approaches', 'valid', 'aware', 'number', 'entities', 'updated', 'single', 'command', 'aggregate', 'root', 'approaches', 'patterns', 'relevant', 'gotchas', 'aware', 'performing', 'bulk', 'actions', 'thanks']",yes,"['aggregate import bulk', 'bulk action feature', 'ddd bulk action', 'bulk action']"
956,49484973,"['designing', 'android', 'application', 'gets', 'data', 'rest', 'api', 'calls', 'server', 'wanted', 'improve', 'performance', 'increase', 'response', 'time', 'bothered', 'multiple', 'requests', 'hitting', 'server', 'time', 'performance', 'drop', 'drastically', 'api', 'calls', 'turn', 'connecting', 'database', 'happen', 'number', 'connections', 'database', 'reached', 'maximum', 'limit', 'handle', 'connection', 'pooling', 'help', 'improving', 'performance', 'help', 'suggesting', 'tools', 'monitoring', 'noof', 'requests', 'hitting', 'server', 'response', 'time']",yes,"['time performance', 'rest api call', 'app performance', 'api call']"
958,32209568,"['small', 'project', 'restful', 'api', 'connect', 'angularjs', 'frontend', 'order', 'bring', 'start', 'gui', 'tested', 'api', 'thoroughly', 'works', 'fine', 'multiple', 'sources', 'multiple', 'test', 'programslocations', 'fairly', 'certain', 'server', 'problem', 'code', 'attempt', 'connection', 'api', 'gets', 'manually', 'editing', 'api', 'calling', 'different', 'endpoints', 'doesnt', 'tell', 'mistake', 'making', 'maybe', 'easier', 'way', 'update', 'testing', 'problem', 'isnt', 'resolved', 'sends', 'authorization', 'header', 'properly', 'responds', '401', 'appropriate', 'routes', 'authorization', 'fails', 'particular', 'request', 'supposed', 'new', 'user', 'database', 'returns', 'status', '200', 'base', 'doesnt', 'updated', 'promise', 'returns', 'failure']",yes,"['multiple test program location', 'restful api', 'server side problem', 'api call']"
959,2579124,"['developing', 'clientserver', 'based', 'application', 'client', 'application', 'access', 'server', 'database', 'store', 'billing', 'information', 'report', 'generation', 'facility', 'windows', 'forms', 'good', 'document', 'printing', 'amp', 'dont', 'facility', 'controls', 'wpf', 'wrong', 'correct', 'database', 'security', 'db', 'use', 'sql', 'server', 'mysql', 'oracle', 'use', 'free', 'db', 'security', 'priority', 'suggest', 'implement', 'clientserver', 'architecture', 'multiple', 'clients', 'c', 'thank', 'geeks']",yes,"['report generation facility window form', 'window form application', 'client application', 'multiple client']"
961,15258067,"['program', 'python', 'considering', 'local', 'clientserver', 'model', 'struggling', 'figure', 'best', 'way', 'server', 'communicate', 'clients', 'simple', 'canned', 'solution', 'bestim', 'reinvent', 'wheel', 'needs', 'program', 'runs', 'linux', 'server', 'clients', 'system', 'dont', 'network', 'latency', 'thats', 'likely', 'annoying', 'interactive', 'user', 'multiple', 'clients', 'connect', 'server', 'clients', 'independently', 'server', 'connectdisconnect', 'time', 'number', 'clients', 'measurable', 'dozens', 'dont', 'scale', 'high', 'clients', 'come', 'different', 'flavors', 'stream', 'readers', 'reads', 'continuous', 'stream', 'data', 'practice', 'text', 'state', 'readers', 'reads', 'state', 'information', 'updates', 'writers', 'sends', 'data', 'server', 'receives', 'response', 'time', 'client', 'type', '1', 'simple', 'unidirectional', 'dumb', 'pipe', 'client', 'type', '2', 'bit', 'interesting', 'avoid', 'simply', 'polling', 'server', 'check', 'new', 'data', 'periodically', 'add', 'noticeable', 'latency', 'user', 'server', 'needs', 'way', 'signal', 'relevant', 'clients', 'state', 'information', 'updated', 'client', 'receive', 'updated', 'state', 'server', 'client', 'type', '3', 'bidirectional', 'send', 'usersupplied', 'data', 'server', 'receive', 'kind', 'response', 'send', 'looked', 'pythons', 'ipc', 'page', 'url', 'dont', 'think', 'solutions', 'right', 'needs', 'subprocess', 'module', 'completely', 'inappropriate', 'bit', 'lowlevel', 'id', 'similar', 'efficient', 'python', 'python', 'ipc', 'isnt', 'dont', 'transfer', 'python', 'objects', 'especially', 'worried', 'cpu', 'efficiency', 'number', 'clients', 'ill', 'care', 'linux', 'answers', 'especially', 'helpful', 'update', 'accept', 'answer', 'points', 'frameworklibrarymoduletool', 'actually', 'giving', 'explanation', 'different', 'serverclient', 'relationships', 'named', 'pipes', 'ask', 'code', 'snippets', 'ideal', 'highlevel', 'description', 'solution', 'work']",yes,"['unidirectional dumb pipe client type', 'time client type', 'client type', 'high client']"
964,8891879,"['develop', 'supporting', 'services', 'webservice', 'monitor', 'performance', 'service', 'diagnose', 'services', 'means', 'monitoring', 'users', 'memory', 'database', 'etc', 'provide', 'pointers', 'developing', 'services', 'thanks', 'velmurugan', 'r']",yes,"['user memory database', 'service', 'webservice', 'pointer']"
965,2617815,"['topics', 'silverlight', 'architecture', 'didnt', 'find', 'answers', 'satisfies', 'aspnet', 'mvc', 'developer', 'work', 'architectures', 'built', 'best', 'practices', 'loose', 'coupling', 'di', 'etc', 'faced', 'new', 'silverlight', '4', 'project', 'sure', 'best', 'choices', 'experienced', 'main', 'features', 'required', 'applications', 'follows', 'use', 'existing', 'sql', 'server', 'database', 'possibility', 'cloud', 'ef4', 'data', 'acess', 'sql', 'server', 'exitensibility', 'adding', 'new', 'modules', 'changing', 'main', 'host', 'loose', 'coupling', 'different', 'webcasts', 'taulty', 'etc', 'blogs', 'silverlight', 'came', 'architecture', 'ef', '4', 'data', 'access', 'specified', 'requirements', 'wcf', 'ria', 'services', 'midtiers', 'controling', 'access', 'data', 'queries', 'enabling', 'endtoend', 'support', 'data', 'validation', 'authentication', 'roles', 'mef', 'support', 'enabling', 'modules', 'unity', '20', 'di', 'problem', 'dont', 'define', 'reliable', 'architecture', 'elements', 'play', 'use', 'framework', 'instead', 'prism', 'caliburn', 'sure', 'scenarios', 'support', 'best', 'usages', 'unity', 'silverlight', 'use', 'ioc', 'aspnet', 'mvc', 'loos', 'coupling', 'things', 'interception', 'audit', 'logging', 'silverlight', 'unity', 'doesnt', 'support', 'interception', 'use', 'enable', 'loose', 'coupling', 'enable', 'cloud', 'needed', 'thanks', 'advance', 'help']",yes,"['silverlight unity doesn', 'asp net mvc developer', 'reliable silverlight', 'data validation authentication']"
966,25922571,"['client', 'supplying', 'data', 'rest', 'based', 'api', 'api', 'fetch', 'data', 'clients', 'big', 'data', 'columnar', 'store', 'dump', 'data', 'response', 'requested', 'query', 'parameters', 'issuing', 'queries', 'challenge', 'response', 'huge', 'given', 'id', 'contains', 'json', 'xml', 'response', '800', '900', 'attributes', 'response', 'single', 'id', 'client', 'refusing', 'change', 'service', 'reason', 'cite', 'addition', 'constraints', '45', 'hour', 'window', 'daily', 'download', 'data', '25000', '100000', 'ids', 'read', 'synchronous', 'vs', 'asynchronous', 'handling', 'response', 'options', 'available', 'design', 'data', 'processing', 'service', 'efficiently', 'loading', 'relational', 'database', 'use', 'python', 'data', 'processing', 'mysql', 'current', 'data', 'recent', 'data', 'store', 'hbase', 'backend', 'big', 'datastore', 'recent', 'historical', 'data', 'goal', 'retrieve', 'data', 'process', 'load', 'mysql', 'database', 'hbase', 'store', 'fast', 'built', 'high', 'throughput', 'processing', 'services', 'pointers', 'helpful', 'resources', 'creating', 'services', 'example', 'implementation', 'ps', 'sounds', 'high', 'level', 'comment', 'provide', 'additional', 'details', 'appreciate', 'response']",yes,"['large amount data response', 'backend big data store', 'big data columnar store', 'data store']"
970,24054168,"['view', 'controller', 'hosted', 'directly', 'uinavigationcontroller', 'c', 'objc', 'equivalent', 'obvious', 'instead', 'hosted', 'inside', 'uisplitviewcontroller', 'inside', 'uinavigationcontroller', 'fragile', 'coupled', 'view', 'hierarchy', 'correct', 'way', 'set', 'navigationitem', 'view', 'taking', 'coupling', 'view', 'hierarchy']",yes,"['view hierarchy', 'view controller', 'uinavigationcontroller', 'correct']"
972,40441020,"['build', 'rest', 'api', 'hosted', 'azure', 'built', 'aspnet', 'core', 'web', 'application', 'net', 'framework', 'template', 'stores', 'identities', 'ef', 'avoid', 'views', 'etc', 'clutters', 'codebase', 'callable', 'described', 'article', 'tldr', 'header', 'authentication', 'post', 'token', 'endpoint', 'controllers', 'authorize', 'url', 'fail', 'find', 'token', 'endpoint', 'aspnet', 'core', 'reading', 'bunch', 'stuff', 'jwt', 'bearer', 'owin', 'basic', 'auth', 'bad', 'lost', 'proceed', 'api', 'website', 'mobile', 'apps', 'steps', 'world', 'running', 'seemingly', 'architecture']",yes,"['asp net core web application net framework template store', 'asp net core', 'web api', 'rest api']"
975,50967664,"['developing', 'wcf', 'webservice', 'http', 'rest', 'enable', 'event', 'logging', 'external', 'clients', 'devices', 'database', 'table', 'logs', 'shall', 'stored', 'database', 'case', 'ms', 'sql', 'server', 'backend', 'uses', 'odbc', 'connect', 'database', 'compatible', 'multiple', 'dbms', 'running', 'concurrency', 'issues', 'datatabase', 'inserts', 'simulate', '4', 'clients', 'continuously', 'log', 'events', 'rest', 'method', 'second', 'time', 'service', 'writes', 'transmitted', 'information', 'table', 'database', 'clients', 'wont', 'httpresponses', 'timeouts', 'inserts', 'queued', 'long', 'service', 'calls', 'method', 'restcall', 'removed', 'stopwatch', 'lines', 'sqlexecute', 'method', 'database', 'wrapper', 'time', 'durations', 'operations', 'called', 'addreporttodatabase', 'method', 'console', 'excerpt', 'visual', 'studio', 'debug', 'mode', 'output', 'shows', 'problem', 'connections', 'long', 'success', 'problem', 'exist', 'simulate', 'client', 'addition', 'insertions', 'second', 'longer', 'eg', '12', 'seconds', 'insert', 'row', 'database', 'result', 'wait', 'time', 'calls', 'reach', 'http', 'timeout', 'operation', 'canceled', 'guess', 'depens', 'partially', 'dbms', 'table', 'management', 'thing', 'multiple', 'systemtimeoutexceptions', 'thrown', 'internally', 'systemcoredll', 'written', 'output', 'explain', 'tell', 'theyre', 'relevant', 'wcf', 'service', 'running', 'default', 'service', 'behavior', 'session', 'instancing', 'concurrency', 'url', 'equal', 'usage', 'code', 'understanding', 'new', 'thread', 'instance', 'context', 'created', 'restcall', 'managed', 'wcf', 'service', 'problem', 'configuration', 'issue', 'database', 'mvcctrue', 'help', 'web', 'service', 'implementation', 'singleton', 'database', 'instance', 'caused', 'database', 'access', 'issues', 'global', 'mutex', 'handle', 'database', 'command', 'executions', 'slows', 'thing', 'removed', 'pkconstraint', 'table', 'exclude', 'reduce', 'probability', 'subsequent', 'issues', 'indexing', 'version', 'service', 'acts', 'difference', 'logs', 'local', 'files', 'instead', 'database', 'mutex', 'handle', 'file', 'access', 'works', 'shorterfaster', 'logging', 'frequencies', 'eg', 'event', 'log', '250ms', 'mutexing', 'insertion', 'help', 'way', 'wcf', 'service', 'self', 'hosted', 'windows', 'service', 'update', 'found', 'cause', 'problem', 'restwcf', 'method', 'called', 'firstly', 'called', 'method', 'causes', 'exceptions', 'blocks', 'main', 'functionality', 'connect', 'write', 'table', 'disconnect', 'causes', 'delays', 'grind', 'gears']",yes,"['de de dotnet framework wcf feature detail session', 'wcf webservice http rest', 'restful wcf service', 'database access issue']"
976,50159354,"['designing', 'microservices', 'api', 'gateway', 'pattern', 'html', 'templates', 'belong', 'inside', 'api', 'gateway', 'service', 'standalone', 'service', 'example', 'website', 'stack', 'overflow', 'wants', 'change', 'features', 'layout', 'messaging', 'search', 'etc', 'inject', 'features', 'html', 'templates', 'templates', 'coupled', 'gateway', 'latency', 'decreased', 'changes', 'templates', 'affects', 'entire', 'gateway', 'service', 'templates', 'exist', 'templating', 'service', 'latency', 'increases', 'updating', 'templates', 'doesnt', 'necessitate', 'editing', 'gateway', 'wondering', 'method', 'preferable', 'designing', 'web', 'application', 'api', 'gateway', 'pattern', 'pros', 'cons', 'approach']",yes,"['api gateway service', 'api gateway pattern', 'entire gateway service', 'api gateway']"
978,22113859,"['designing', 'restful', 'api', 'figure', 'going', 'authenticate', 'api', 'calls', 'worked', 'gengo', 'api', 'dev', 'docs', 'past', 'great', 'luck', 'admittedly', 'basing', 'lot', 'auth', 'design', 'algorithm', 'described', 'link', 'sum', 'process', 'create', 'validauthenticated', 'api', 'register', 'account', 'generate', 'publicprivate', 'key', 'set', 'api', 'obtain', 'unix', 'epoch', 'timestamp', 'calculate', 'sha1', 'hash', 'timestamp', 'private', 'key', 'sure', 'public', 'key', 'private', 'key', 'calculated', 'hash', 'present', '3', 'separate', 'http', 'parameters', 'single', 'api', 'little', 'confusing', 'able', 'authentication', 'pretty', 'quickly', 'api', 'fully', 'understood', 'generate', 'sha1', 'hash', 'clue', 'serverside', 'actually', 'authenticate', 'api', 'calls', 'authenticated', 'api', 'understand', 'things', 'ask', 'purpose', 'timestamp', 'derived', 'sha1', 'hash', 'serve', 'secure', 'require', 'users', 'send', 'publicprivate', 'keys', 'api', 'pubkey', 'privkey', 'hashed', 'timestamp', 'method', 'gengo', 'standardized', 'practice', 'api', 'auth', 'namealgorithm', 'equallysecure', 'competitors', 'confused', 'hmacsha1', 'stuff', 'link', 'concrete', 'example', 'thought', 'sha1', 'oneway', 'function', 'turned', 'string', 'unqiue', 'encoded', 'strinig', 'similar', 'md5', 'offers', 'example', 'link', 'looks', 'passing', 'sha1', 'string', 'hmac', 'algorithm', 'purpose', 'hmac', 'serve', 'require', '3', 'arguments', 'sha1', 'timestamp', 'private', 'key', 'finally', '3', 'parameters', 'pub', 'key', 'priv', 'key', 'hashed', 'timestamp', 'serverside', 'perform', 'authentication', 'designing', 'system', 'pubpriv', 'keys', 'treat', 'usernamepassword', 'combo', 'check', 'database', 'combo', 'existed', 'hashed', 'timestamp', 'throwing']",yes,"['valid authenticated api call register', 'public key private key', 'single api call', 'api call']"
979,54760793,"['background', 'building', 'web', 'application', 'aspnet', 'core', 'entity', 'framework', 'core', '22', 'connecting', 'legacy', 'databases', 'setup', '16', 'databases', 'exact', 'schema', 'holding', 'different', 'contextual', 'data', 'change', 'requirement', 'connect', 'specific', 'database', 'runtime', 'based', 'request', 'parameters', 'imagine', 'database', 'business', 'parent', 'company', 'imagine', 'database', 'tables', 'employee', 'client', 'shift', 'shift', 'employee', 'worked', 'client', 'central', 'database', 'holds', 'information', 'common', 'databases', 'settings', 'etc', 'requirement', 'list', 'employees', 'businesses', 'single', 'list', 'view', 'plan', 'retrieve', 'data', 'sql', 'view', 'central', 'database', 'simply', 'union', 'databases', 'suggestion', 'better', 'share', 'single', 'set', 'models', 'represent', 'entities', 'tables', 'databases', 'share', 'exact', 'schema', 'eg', 'employee', 'class', 'client', 'class', 'etc', 'use', 'case', 'user', 'goes', 'web', 'page', 'list', 'employees', 'businesses', 'route', 'url', 'user', 'clicks', 'details', 'link', 'individual', 'employee', 'view', 'details', 'taking', 'user', 'url', 'url', 'stuck', 'instantiate', 'business', 'specific', 'dbcontext', 'runtime', 'given', 'businessid', 'come', 'ways', 'fourth', 'thanks', 'mylee', 'achieve', 'desired', 'result', 'feedback', 'community', 'option', 'assumes', 'dbcontext', 'implement', 'interface', 'exposes', 'dbsets', 'dbcontext', 'methods', 'use', 'factory', 'pattern', 'handle', 'determination', 'dbcontext', 'implementation', 'use', 'option', 'simply', 'factory', 'create', 'correct', 'dbcontext', 'based', 'request', 'parameter', 'bizid', 'requires', 'dbcontext', 'overrides', 'onconfiguring', 'method', 'sets', 'dbprovider', 'dotnet', 'core', 'framework', 'ioc', 'container', 'extension', 'method', 'adddbcontext', 'issue', 'dont', 'newing', 'contexts', 'requires', 'override', 'onconfiguring', 'method', 'context', 'access', 'connection', 'string', 'second', 'option', 'prefer', 'use', 'built', 'ioc', 'container', 'setup', 'startupcs', 'exhibits', 'service', 'locator', 'antipattern', 'leaks', 'httpcontext', 'web', 'project', 'infrastructure', 'project', 'onion', 'architecture', 'option', 'inject', 'dbcontext', 'factory', 'factory', 'simply', 'return', 'correct', 'instance', 'fourth', 'option', 'encapsulate', 'configuration', 'dbcontext', 'factory', 'method', 'suggested', 'mylee', 'agree', 'option', '2', 'exhibits', 'service', 'locator', 'antipattern', 'ie', 'right', 'factory', 'depends', 'objects', 'managing', 'creation', 'think', 'option', '4', 'best', 'approach', 'given', 'normally', 'responsibility', 'factory', 'newup', 'objects', 'doesnt', 'result', 'mixing', 'concerns', 'ie', 'doesnt', 'require', 'httpcontext', 'encapsulates', 'details', 'eg', 'connectionstring', 'required', 'build', 'context', 'factory', 'way', 'achieve', 'dependency', 'injection', 'resulting', 'mixing', 'concerns', 'better', 'way', 'mentioned']",yes,"['business specific dbcontext', 'database ha table', 'dbcontext method', 'central database']"
985,599000,"['thing', 'think', 'spend', 'time', 'building', 'business', 'models', 'validation', 'business', 'entities', 'making', 'sure', 'entity', 'objects', 'relationships', 'maintains', 'good', 'integrity', 'dream', 'good', 'entityvalue', 'object', 'framework', 'help', 'create', 'reusable', 'entitiesvalue', 'objects', 'easily', 'create', 'constraints', 'rules', 'relationships', 'db', 'feel', 'business', 'rules', 'belong', 'model', 'totally', 'independent', 'database', 'easy', 'define', 'property', 'person', 'object', 'required', 'email', 'property', 'required', 'match', 'certain', 'regex', 'rules', 'easily', 'reusable', 'fex', 'validating', 'input', 'web', 'app', 'absolutely', 'experience', 'linq', 'sql', 'certainly', 'nice', 'work', 'limit', 'supporting', 'value', 'objects', 'entity', 'framework', 'nhibernate', 'suiting', 'technologies', 'fit', 'needs', 'better']",yes,"['object framework', 'person object', 'relationship maintains good integrity', 'business rule']"
988,28500107,"['application', 'running', 'good', 'codeigniter', 'mysql', 'jquery', 'planning', 'evaluate', 'web', 'application', 'mobile', 'application', 'planned', 'develop', 'web', 'application', 'android', 'ios', 'blackberry', 'native', 'application', 'planned', 'develop', 'codeigniter', 'restful', 'api', 'server', 'client', 'web', 'mobiles', 'web', 'application', 'planned', 'develop', 'client', 'angular', 'js', 'client', 'access', 'web', 'api', 'server', 'codeigniter', 'controller', 'looks', 'api', '1is', 'good', 'idea', 'create', 'single', 'server', 'client', 'web', 'mobile', '2how', 'create', 'unique', 'authentication', 'web', 'mobile', 'apps', 'web', 'app', 'session', 'mobile', 'session', 'create', 'authentication', 'uniquely', 'apps', 'planned', 'send', 'token', 'client', 'login', 'successful', 'request', 'server', 'client', 'send', 'token', 'request', 'header', 'idea', 'mobile', 'apps', 'web', 'app', 'session', 'save', 'token', 'session', 'variable', 'server', 'incase', 'mobile', 'app', 'create', 'server', 'variable', 'maintain', 'tokens', 'help', 'clarify', 'doubts']",yes,"['client access web api', 'codeigniter restful web api', 'web application android io', 'client web']"
989,16408455,"['web', 'applications', 'wcf', 'services', 'interact', 'run', 'internally', 'exposed', 'web', 'open', 'web', 'applications', 'internet', 'secure', 'access', 'services', 'existing', 'restful', 'wcf', 'services', 'webhttpbinding', 'secure', 'services', 'windows', 'azure', 'access', 'control', 'service', 'acs', 'identity', 'providers', 'google', 'active', 'directory', 'federation', 'services', 'use', 'jwt', 'token', 'format', 'beta', 'azure', 'hoping', 'offer', 'advice', 'point', 'direction', 'good', 'tutorialseverything', 'read', 'aspnet', 'webapi', 'create', 'service', 'dont', 'use', 'able', 'support', 'client', 'parse', 'json', 'web', 'apps', 'htmljquery', 'guidance', 'great', 'thanks']",yes,"['windows azure access control service ac', 'active directory federation service', 'restful wcf service', 'wcf service']"
990,56412531,"['given', 'spring', 'boot', 'web', 'api', 'project', 'flutter', 'application', 'send', 'jwt', 'token', 'request', 'api', 'ticket', 'value', 'payload', 'check', 'database', 'send', 'required', 'data', 'totally', 'field', 'choice', 'complete', 'wanted', 'matter', 'easy', 'accepting', 'token', 'try', 'decode', 'ticket', 'value', 'unable', 'unable', 'token', 'place', 'authentication', 'api', 'providing', 'jwt', 'token', 'flutter', 'application', 'flutter', 'application', 'send', 'token', 'request', 'api', 'sample', 'database', 'data', 'required', 'resolve', 'request', 'ticket', 'acting', 'username', 'database', 'provide', 'data', 'dont', 'perform', 'authentication', 'extract', 'token', 'request', 'decode', 'ticket', 'value', 'search', 'database', 'provide', 'data', 'token', 'eyjhbgcioijiuzuxmij9eyj0awnrzxqioijzdmxhzgfaz21hawwuy29tiiwic2nvcgvzijpbiljptevfqurnsu4ilcjst0xfx1bsru1jvu1ftuvnqkvsil0simlzcyi6imh0dha6ly9zdmxhzgeuy29tiiwiawf0ijoxndcymzkwmdy1lcjlehaioje0nzizota5njv9uahqdrtnnn5taljcwryac9ifjjv5nr5cdn7id2xvcakld37', 'py62jplk70xtwqgsar03n2qegzwytdwxrcnsgq', 'reuest', 'localhost8080personsaccess', 'tokeneyjhbgcioijiuzuxmij9eyj0awnrzxqioijzdmxhzgfaz21hawwuy29tiiwic2nvcgvzijpbiljptevfqurnsu4ilcjst0xfx1bsru1jvu1ftuvnqkvsil0simlzcyi6imh0dha6ly9zdmxhzgeuy29tiiwiawf0ijoxndcymzkwmdy1lcjlehaioje0nzizota5njv9uahqdrtnnn5taljcwryac9ifjjv5nr5cdn7id2xvcakld37', 'py62jplk70xtwqgsar03n2qegzwytdwxrcnsgq', 'code', 'necessary', 'learn', 'works', 'videos', 'youtube', 'concentrated', 'authentication', 'dont', 'perform', 'showing', 'request', 'application', 'handled', 'resources', 'great', 'help', 'thank']",yes,"['spring boot web api project', 'eyjhbgcioijiuzuxmij9 eyj0awnrzxqioijzdmxhzgfaz21hawwuy29tiiwic2nvcgvzijpbiljptevfqurnsu4ilcjst0xfx1bsru1jvu1ftuvnqkvsil0simlzcyi6imh0dha6ly9zdmxhzgeuy29tiiwiawf0ijoxndcymzkwmdy1lcjlehaioje0nzizota5njv9 uahqdrtnnn5taljcwryac9ifjjv5nr5cdn7id2xvcakld37', 'flutter application', 'reuest localhost8080 person access']"
992,501886,"['learn', 'wpf', 'mvvm', 'problem', 'hit', 'snag', 'similar', '40handlingdialogsinwpfwithmvvm41', 'login', 'form', 'written', 'mvvm', 'pattern', 'form', 'viewmodel', 'holds', 'username', 'password', 'bound', 'view', 'xaml', 'normal', 'data', 'bindings', 'login', 'command', 'bound', 'login', 'button', 'form', 'agan', 'normal', 'databinding', 'login', 'command', 'fires', 'invokes', 'function', 'viewmodel', 'goes', 'sends', 'data', 'network', 'log', 'function', 'completes', '2', 'actions', 'login', 'invalid', 'messagebox', 'fine', 'login', 'valid', 'close', 'login', 'form', 'return', 'true', 'dialogresult', 'problem', 'viewmodel', 'knows', 'actual', 'view', 'close', 'view', 'tell', 'return', 'particular', 'dialogresult', 'stick', 'code', 'codebehind', 'andor', 'pass', 'view', 'viewmodel', 'defeat', 'point', 'mvvm', 'entirely', 'update', 'end', 'violated', 'purity', 'mvvm', 'pattern', 'view', 'publish', 'closed', 'event', 'expose', 'close', 'method', 'viewmodel', 'viewclose', 'view', 'known', 'interface', 'wired', 'ioc', 'container', 'testability', 'maintainability', 'lost', 'silly', 'accepted', 'answer', '5', 'votes', 'aware', 'good', 'feelings', 'gets', 'solving', 'problem', 'pure', 'surely', 'thinks', '200', 'lines', 'events', 'commands', 'behaviors', 'avoid', 'line', 'method', 'patterns', 'purity', 'bit', 'ridiculous']",yes,"['login form', 'login command fire', 'login wa invalid', 'login wa valid']"
998,7580048,"['idea', 'fitness', 'mobile', 'app', 'developing', 'applications', 'based', 'idea', 'iphone', 'objc', 'based', 'android', 'java', 'based', 'webos', 'html5', 'based', 'nokia', 'qt', 'provide', 'authentication', 'users', 'application', 'server', 'typical', 'lamp', 'system', 'users', 'mobile', 'application', 'log', 'server', 'seamlessly', 'securely', 'web', 'programmer', 'appreciate', 'ideas', 'providing', 'authentication', 'heard', 'openidbut', 'sure', 'authenticating', 'mobile', 'clients', 'mentioned', 'oauth', 'sure', 'work', 'use', 'case', 'b', 'client', 'facebooktwitter', 'account', 'ideas', 'appreciated']",yes,"['mobile application', 'mobile client', 'client authentication', 'fitness mobile app']"
1001,28096530,"['building', 'suite', 'microservices', 'rubyrails', 'grape', 'railsapi', 'etc', 'feed', 'userfacing', 'webmobile', 'applications', 'services', 'selfcontainedisolated', 'crossservice', 'relationships', 'modelsentities', 'case', 'onebelongs', 'relationship', 'simply', 'store', 'id', 'foreign', 'entity', 'local', 'model', 'vice', 'versa', 'problem', 'facing', 'handle', 'manybelongs', 'manyhas', 'relationships', 'example', 'order', 'product', 'model', 'monolithic', 'rails', 'app', 'type', 'relationship', 'handled', 'dealing', 'disparate', 'services', 'rails', 'way', 'far', 'best', 'option', 'come', 'store', 'foreign', 'ids', 'hash', 'model', 'postgresssqls', 'hstore', 'column', 'feels', 'wrong', 'scalability', 'dataintegrity', 'standpoint', 'help', 'greatly', 'appreciated']",yes,"['cross service relationship', 'ruby rail grape rail', 'disparate service', 'micro service']"
